Domain,HTTP Code,Description,Protocol Version,Server,Redirect Location
www.adipec.com	,301,Moved Permanently,1.1,,https://www.adipec.com/
www.ads.google.com	,301,Moved Permanently,1.1,ESF,https://www.ads.google.com/
www.adwords.google.com	,else,The operation has timed out.
www.apis.google.com	,else,404. That’s an error. The requested URL / was not found on this server. That’s all we know.
www.appengine.google.com	,302,Found,1.1,Google Frontend,https://www.appengine.google.com/
www.baloise.ch	,else,The operation has timed out.
www.blogsearch.google.com	,301,Moved Permanently,1.1,gws,http://www.google.com/
www.books.google.com	,else,404. That’s an error. The requested URL / was not found on this server. That’s all we know.
www.buzz.google.com	,else,The remote server returned an error: (404) Not Found.
www.catalogs.google.com	,else,404. That’s an error. The requested URL / was not found on this server. That’s all we know.
www.classroom.google.com	,301,Moved Permanently,1.1,sffe,https://classroom.google.com/
www.client-katemorrisonphotography.com	,else,The operation has timed out.
www.clubmed.com	.sg,else,Invalid URI: The hostname could not be parsed.
www.code.google.com	,else,The operation has timed out.
www.corp.google.com	,302,Found,1.1,,https://moma.corp.google.com/
www.docs.google.com	,else,The operation has timed out.
www.dominodisplay.com	,else,The operation has timed out.
www.drive.google.com	,301,Moved Permanently,1.1,ESF,https://www.drive.google.com/
www.earth.google.com	,else,404. That’s an error. The requested URL / was not found on this server. That’s all we know.
www.fedex.com	,301,Moved Permanently,1.1,Apache,https://www.fedex.com/global/choose-location.html
www.fiber.google.com	,301,Moved Permanently,1.1,Google Frontend,https://www.fiber.google.com/
www.froogle.google.com	,301,Moved Permanently,1.1,sffe,https://www.google.com/shopping
www.futurefinancelive.co.uk	,else,The operation has timed out.
www.gam.com	,else,The operation has timed out.
www.glocomms.com	,else,The operation has timed out.
www.gmail.google.com	,else,The operation has timed out.
www.google.com	,200,OK,1.1,gws,
www.google.de	,200,OK,1.1,gws,
www.groups.google.com	,301,Moved Permanently,1.1,GSE,http://groups.google.com/d/homeredir
www.icontact.com	,301,Moved Permanently,1.1,Apache/2.4.7 (Ubuntu),https://www.icontact.com/
www.ihg.com	,301,Moved Permanently,1.1,AkamaiGHost,https://www.ihg.com/hotels/us/en/reservation
www.ihgrewardsclub.com	,301,Moved Permanently,1.1,AkamaiGHost,https://www.ihg.com/rewardsclub/content/us/en/home
www.image.google.com	,301,Moved Permanently,1.1,gws,http://images.google.com/
www.images.google.com	,301,Moved Permanently,1.1,gws,http://images.google.com/
www.keep.google.com	,301,Moved Permanently,1.1,sffe,https://keep.google.com/
www.l.google.com	,else,404. That’s an error. The requested URL / was not found on this server. That’s all we know.
www.larrywildermusic.com	www.plus.google.com,else,Invalid URI: The hostname could not be parsed.
www.local.google.com	,302,Found,1.1,sffe,http://maps.google.com/
www.lucidchart.com	,301,Moved Permanently,1.1,,https://www.lucidchart.com/
www.morganstanley.com	,307,Temporary Redirect,1.1,AkamaiGHost,https://www.morganstanley.com/
www.myvitibox.co.uk	,else,The operation has timed out.
www.nb.com	,301,Moved Permanently,1.1,Microsoft-IIS/10.0,https://www.nb.com/
www.news.google.com	,301,Moved Permanently,1.1,sffe,http://news.google.com/
www.nsctotal.com	.br,else,Invalid URI: The hostname could not be parsed.
www.phaidoninternational.com	,else,The operation has timed out.
www.photos.google.com	,301,Moved Permanently,1.1,sffe,https://photos.google.com/
www.picasa.google.com	,else,404. That’s an error. The requested URL / was not found on this server. That’s all we know.
www.plus.google.com	,301,Moved Permanently,1.1,sffe,https://plus.google.com/
www.plus.sandbox.google.com	,else,404. That’s an error. The requested URL / was not found on this server. That’s all we know.
